"lang"
{
	"Language"      "English"
		"DOTA_Tooltip_modifier_phantom_assassin_fan_of_knives_Description"	"Break"
		"DOTA_Tooltip_ability_phantom_assassin_blur_scepter_description"	"Causes Blur to have instant cast time and applies a dispel. Anytime Phantom Assassin gets a hero kill, her abilities are refreshed. Reduces Blur cooldown and increases Fade Time to %fade_duration%."
		
		"dota_tooltip_ability_death_pulse"				"Death Pulse"
		"dota_tooltip_ability_death_pulse_heal"			"HEAL:"
		"dota_tooltip_ability_death_pulse_damage"		"DAMAGE:"
		"dota_tooltip_ability_death_pulse_description"	"Rotund'jere drains the life essence from nearby enemies, reducing all healing by %heal_reduct%%%, while releasing a healing pulse to nearby allies."
		"dota_tooltip_ability_death_pulse_lore"			"Combining his monk heritage with his newfound affinity for plague has a menacing result."
		"dota_tooltip_ability_death_pulse_note0"		"Death Pulse can't be disjointed."
		"dota_tooltip_ability_death_pulse_note1"		"Can heal Spell Immune units."
		"dota_tooltip_modifier_death_pulse_heal_reduct"				"Death"
		"dota_tooltip_modifier_death_pulse_heal_reduct_description"	"Reduces all healing by %dMODIFIER_PROPERTY_HP_REGEN_AMPLIFY_PERCENTAGE%%%"

		"dota_tooltip_ability_blood_fiesta"						"Blood Fiesta"
		"dota_tooltip_ability_blood_fiesta_description"			""
		"dota_tooltip_ability_blood_fiesta_cast_time_tooltip"	"CAST TIME:"
		"dota_tooltip_ability_blood_fiesta_fear_duration"		"FEAR DURATION:"
		"dota_tooltip_ability_blood_fiesta_radius"				"RADIUS:"

		"dota_tooltip_ability_desire_of_life"				"Desire of Life"
		"dota_tooltip_ability_ghost_shroud"					"Ghost Shroud"

		
    //#######################################################################################################################
        
        "DOTA_Tooltip_ability_item_power_dagon" "Ice Dagon"
        "DOTA_Tooltip_ability_item_power_dagon_Description"	"<h1>Active: Energy Burst</h1> Emits a powerful burst of magical damage upon a targeted enemy unit. Upgradable.<br><br>Damage: %damage%<br>Range: %range_tooltip%"
        "DOTA_Tooltip_ability_item_power_dagon_Lore"	""
        "DOTA_Tooltip_ability_item_power_dagon_bonus_intellect"	"+$int"
        "DOTA_Tooltip_ability_item_power_dagon_bonus_all_stats"	"+$all"
        "DOTA_Tooltip_ability_item_power_dagon_bonus_damage"	"+$damage"
        "DOTA_Tooltip_ability_item_power_dagon_mana"	"+$mana"
        "DOTA_Tooltip_ability_item_power_dagon_hp"	"+$health"
        
        "DOTA_Tooltip_ability_item_fire_radiance"   "Demonic Sword"
        "DOTA_Tooltip_ability_item_fire_radiance_Description"	"<h1>Passive: Burn</h1> Scorches enemies for %aura_damage_per_second% damage per second, and causes them to miss %blind_pct%%% of their attacks.<br><br>Radius: %aura_radius%\n<h1>Passive: Fire Attack</h1> Attacks ignite enemies for %duration% sec.<br><br>Burn damage per second: %dps%"
        "DOTA_Tooltip_ability_item_fire_radiance_Lore"	"A demonic sword that surrounds the wearer with a bright glow that turns all surrounding enemies to ash."
        "DOTA_Tooltip_ability_item_fire_radiance_bonus_damage"	"+$damage"
        "DOTA_Tooltip_ability_item_fire_radiance_armor"	"+$armor"
        "DOTA_Tooltip_ability_item_fire_radiance_hp"	"+$health"
        "DOTA_Tooltip_modifier_item_radiance_datadriven_aura"	"Burn"
        "DOTA_Tooltip_modifier_item_radiance_datadriven_aura_Description"	"Deals damage once per second"
		"DOTA_Tooltip_modifier_item_radiance_datadriven_damage"				"Burn Attack"
		"DOTA_Tooltip_modifier_item_radiance_datadriven_damage_Description"	"Deals damage once per second"
        
        "DOTA_Tooltip_ability_item_life_greaves"    "Life Treads"
        "DOTA_Tooltip_ability_item_life_greaves_Description"	"<h1>Active: Mend</h1>Restores %heal_amount% health and %mana_amount% mana to all allies, and removes most negative effects from the caster.<br><br>Dispel Type: <span class=\"GameplayValues GameplayVariable\">Basic Dispel</span>\n<h1>Passive: Guardian Aura</h1> Provides nearby allies increasing their health recovery by %aura_health_regen% and armor by %aura_armor%.<br><br>Radius: %aura_radius%"
        "DOTA_Tooltip_ability_item_life_greaves_speed"	"+$move_speed"
        "DOTA_Tooltip_ability_item_life_greaves_bonus_all_stats"	"+$all"
        "DOTA_Tooltip_ability_item_life_greaves_mana"	"+$mana"
        "DOTA_Tooltip_ability_item_life_greaves_bonus_armor"	"+$armor"
        "DOTA_Tooltip_Ability_item_life_greaves_hp"         "+$health"
        "DOTA_Tooltip_modifier_item_mekansm_datadriven_aura"				"Guardian Aura"
        "DOTA_Tooltip_modifier_item_mekansm_datadriven_aura_Description"	"Increases health recovery by 20 and armor by 5"
        
        "DOTA_Tooltip_ability_item_fire_desol"    "Fire Desolator"
        "DOTA_Tooltip_ability_item_fire_desol_Description"	"<h1>Passive: Corruption</h1>Your attacks reduce the target's armor by %min_armor% for %duration% seconds."
        "DOTA_Tooltip_ability_item_fire_desol_Lore"    "Кто медальку будет собирать? - says the unknown sage."
        "DOTA_Tooltip_ability_item_fire_desol_bonus_damage"	"+$damage"
        "DOTA_Tooltip_ability_item_fire_desol_magic_res"	"%+$spell_resist"
        "DOTA_Tooltip_ability_item_fire_desol_damage_per"	"%+$damage"
        "DOTA_Tooltip_modifier_item_fire_desol_minarmor"	"Corruption"
        "DOTA_Tooltip_modifier_item_fire_desol_minarmor_Description"	"Armor reduced by 12"
        
        "DOTA_Tooltip_ability_item_water_butterfly"    "Water Butterfly"
        "DOTA_Tooltip_ability_item_water_butterfly_Description"	"<h1>Active: Boost</h1> Gives you and all your allies maximum speed for 3 seconds."
        "DOTA_Tooltip_ability_item_water_butterfly_Lore"    "Sometimes Water Butterfly burden is too high..."
        "DOTA_Tooltip_ability_item_water_butterfly_bonus_damage"	"+$damage"
        "DOTA_Tooltip_ability_item_water_butterfly_agil"	"+$agi"
        "DOTA_Tooltip_ability_item_water_butterfly_int"	"+$int"
        "DOTA_Tooltip_ability_item_water_butterfly_at_speed"	"+$attack"
        "DOTA_Tooltip_ability_item_water_butterfly_miss"	"%+$evasion"
        "DOTA_Tooltip_modifier_item_water_butterfly_speed"				"Boost"
		"DOTA_Tooltip_modifier_item_water_butterfly_speed_Description"	"Movement speed increased to 550"
        
        "DOTA_Tooltip_ability_item_shivas_shield"    "Shiva's Shield"
        "DOTA_Tooltip_ability_item_shivas_shield_Description"	"<h1>Activate: Arctic Blast</h1> Emits freezing wave dealing %blast_damage% magic damage for 4 second reducing movement speed by %blast_movement_speed_debuff%%%.<br><br>Radius: %blast_final_radius%\n<h1>Passive: Freezing Aura</h1> Reduses enemies attack speed by %slow_attack_speed_aura%. <br><br>Radius: %aura_radius%\n<h1>Passive: Ice Armor Aura</h1> Reduses attack speed by %slow_attack_speed% and movement speed by %slow_movement_speed%%% of the attackers.\n<h1>Passive: Shiva's Shield Aura</h1>+ %aura_armor% Armor<br>+ %mana% Mana<br>Radius: %aura_radius%"
        "DOTA_Tooltip_ability_item_shivas_shield_int"	"+$int"
        "DOTA_Tooltip_ability_item_shivas_shield_armor"	"+$armor"
        "DOTA_Tooltip_modifier_item_shivas_shield_aura"				"Shiva's Shield Aura"
        "DOTA_Tooltip_modifier_item_shivas_shield_aura_Description"	"Armor increased by 15. Mana increased by 400"
        "DOTA_Tooltip_modifier_item_shivas_shield_slow"				"Ice Armor Aura"
        "DOTA_Tooltip_modifier_item_shivas_shield_slow_Description"	"Reduced attack speed by 50 and movement speed by 30%%"
        "DOTA_Tooltip_modifier_item_shivas_shield_slow_aura"				"Freezing Aura"
        "DOTA_Tooltip_modifier_item_shivas_shield_slow_aura_Description"	"Reduses attack speed by 15"
        "DOTA_Tooltip_modifier_item_shivas_shield_blast_debuff"				"Arctic Blast"
        "DOTA_Tooltip_modifier_item_shivas_shield_blast_debuff_Description"	"Movement speed reduced by 40%%"
        
        "DOTA_Tooltip_ability_item_energy_sphere"                         "Energy Sphere"
        "DOTA_Tooltip_ability_item_energy_sphere_Description"                         "<h1>Toggle: Mana Shield</h1> Creates a shield that absorbs %absorption_tooltip%%% of the incoming damage in exchange for mana.<br><br>Damage Per Mana: %damage_per_mana%"
		"DOTA_Tooltip_ability_item_energy_sphere_bonus_all"						    "+$all"
		"DOTA_Tooltip_ability_item_energy_sphere_bonus_mana_regen_percentage"         "%+$mana_regen"
        "DOTA_Tooltip_Ability_item_energy_sphere_regen"                             "+$hp_regen"
        "DOTA_Tooltip_modifier_mana_shield_datadriven"                        "Mana Shield"
        "DOTA_Tooltip_modifier_mana_shield_datadriven_Description"              "Absorbs damage using mana"
        
        "DOTA_Tooltip_ability_item_water_blades"    "Water Carapace"
        "DOTA_Tooltip_ability_item_water_blades_Description"	"<h1>Passive: Reflection</h1>%otrash%%% of taken damage returns to the attacker."
        "DOTA_Tooltip_ability_item_water_blades_damage"	"+$damage"
        "DOTA_Tooltip_ability_item_water_blades_agil"	"+$agi"
        "DOTA_Tooltip_ability_item_water_blades_attack_speed"	"+$attack"
        "DOTA_Tooltip_Ability_item_water_blades_hp_regen"     "+$hp_regen"
        "DOTA_Tooltip_ability_item_water_blades_armor"	"+$armor"
        
        "DOTA_Tooltip_ability_item_energy_core"    "Energy Core"
        "DOTA_Tooltip_ability_item_energy_core_Description"	"<h1>Passive: Cooldown Reduction</h1>Reduces the cooldown time of all spells and items by %cooldown%%%.\n<h1>Passive: Spell Lifesteal</h1>Grants spell lifesteal, which restores health for damage caused by abilities.<br><br>Restores health equal to %spell_lifesteal%%% of the damage.\n<h1>Passive: Energy Resonation</h1>By resonating with allies, Energy Core grants them a portion of its power, granting %cdr_aura%%% reduction in the cooldown of all abilities and items.<br><br>Radius: %cdr_aura_radius%"
        "DOTA_Tooltip_ability_item_energy_core_int"	    "+$int"
		"DOTA_Tooltip_ability_item_energy_core_mana_regen"         "+$mana_regen"
        "DOTA_Tooltip_Ability_item_energy_core_hp"         "+$health"
        "DOTA_Tooltip_ability_item_energy_core_mana"	"+$mana"
		"DOTA_Tooltip_ability_item_energy_core_bonus_cast_range"	"+$cast_range"
		"DOTA_Tooltip_modifier_item_energy_core_aura"    "Energy Resonation"
		"DOTA_Tooltip_modifier_item_energy_core_aura_Description"    "Reduces the cooldown time of all spells and items by 12.5%%"
		"DOTA_Tooltip_modifier_item_energy_core"				""
		"DOTA_Tooltip_modifier_item_energy_core_Description"    ""
        
        "DOTA_Tooltip_ability_item_power_satanic"    "Unhallowed Icon"
        "DOTA_Tooltip_ability_item_power_satanic_Description"	"<h1>Active: Unholy Rage</h1>Increases Lifesteal percentage to %lifesteal_percent2%%% for %duration% seconds. \n<h1>Passive: Unhallowed Icon Aura</h1>+ %lifesteal_percent%%% Lifesteal<br>Radius: %aura_radius%"
        "DOTA_Tooltip_ability_item_power_satanic_armor"	"+$armor"
        "DOTA_Tooltip_Ability_item_power_satanic_hp_regen"     "+$hp_regen"
        "DOTA_Tooltip_ability_item_power_satanic_hp"	"+$health"
        "DOTA_Tooltip_Ability_item_power_satanic_str"         "+$str"
        "DOTA_Tooltip_ability_item_power_satanic_damage"	"+$damage"
        "DOTA_Tooltip_modifier_item_item_power_satanic_vampiric"    "Unhallowed Icon Aura"
        "DOTA_Tooltip_modifier_item_item_power_satanic_vampiric_Description"    "Gives 20%% Lifesteal"
        "DOTA_Tooltip_modifier_item_item_power_satanic_vampiric2"    "Unholy Rage"
        "DOTA_Tooltip_modifier_item_item_power_satanic_vampiric2_Description"    "Increases the lifesteal percentage to 200%%"
        
        "DOTA_Tooltip_ability_item_heart_of_light"    "Heart Of Light"
        "DOTA_Tooltip_ability_item_heart_of_light_Description"	"<h1>Passive: Heart Of Light Aura</h1>+ %hp_aura% Health<br>+ %int% Intellegence<br>Radius: %aura_radius%"
        "DOTA_Tooltip_Ability_item_heart_of_light_regen"     "%+$hp_regen"
        "DOTA_Tooltip_Ability_item_heart_of_light_str"         "+$str"
        "DOTA_Tooltip_Ability_item_heart_of_light_bonus_health"         "+$health"
        "DOTA_Tooltip_modifier_item_heart_of_light_aura"    "Heart Of Light Aura"
        "DOTA_Tooltip_modifier_item_heart_of_light_aura_Description"    "Increases health by 600 and intelligence by 20"
        
        "DOTA_Tooltip_ability_item_earth_cuirass"    "Earth Cuirass"
        "DOTA_Tooltip_ability_item_earth_cuirass_Description"	"<h1>Passive: Assault Aura</h1> Grants %aura_attack_speed% attack speed and %aura_armor% armor to nearby allied units and structures, and decreases nearby enemy unit and structure armor by %armor_red%.<br><br>Radius: %aura_radius%"
        "DOTA_Tooltip_ability_item_earth_cuirass_armor"	"+$armor"
        "DOTA_Tooltip_ability_item_earth_cuirass_attack_speed"	"+$attack"
        "DOTA_Tooltip_modifier_item_earth_cuirass_aura"    "Assault Aura"
        "DOTA_Tooltip_modifier_item_earth_cuirass_aura_Description"    "Increases armor by 14 and attack speed by 50"
        "DOTA_Tooltip_modifier_item_earth_cuirass_aura_debuff"    "Assault Aura"
        "DOTA_Tooltip_modifier_item_earth_cuirass_aura_debuff_Description"    "Reduces armor by 8"
        
        "DOTA_Tooltip_ability_item_dragon_staff"    "Staff Of Dragon"
        "DOTA_Tooltip_ability_item_dragon_staff_Description"	"<h1>Active: Boost</h1>Increases attack speed of spirits by %attack_speed% for 5 sec.\n<h1>Passive: Spirits</h1> - RANGED ONLY - Summons 2 spirits which attack enemies within 1000 range.<br>Spirit damage equals white damage of the summoner."
        "DOTA_Tooltip_Ability_item_dragon_staff_hp"         "+$health"
		"DOTA_Tooltip_ability_item_dragon_staff_mana_regen"         "+$mana_regen"
        "DOTA_Tooltip_ability_item_dragon_staff_agil"	    "+$agi"
        "DOTA_Tooltip_Ability_item_dragon_staff_str"         "+$str"
        "DOTA_Tooltip_Ability_item_dragon_staff_range"         "+$attack_range"
        
        "DOTA_Tooltip_Ability_item_ice_pipe"         "Pipe Of Ice"
        "DOTA_Tooltip_Ability_item_ice_pipe_Description"         "<h1>Active: Mini BKB</h1>Gives you and all your allies invulnerability to magic for %duration% sec.\n<h1>Passive: Pipe Of Ice Aura</h1>+ %magic_resistance_aura%%% Magic Resistance<br>+ %mana% Mana<br>+ %attack_speed% Attack Speed<br>Radius: %aura_radius%"
		"DOTA_Tooltip_Ability_item_ice_pipe_Lore"		 ""
        "DOTA_Tooltip_ability_item_ice_pipe_magic_resistance"	"%+$spell_resist"
        "DOTA_Tooltip_Ability_item_ice_pipe_health_regen"     "+$hp_regen"
        "DOTA_Tooltip_ability_item_ice_pipe_str"	"+$str"
        "DOTA_Tooltip_modifier_item_ice_pipe_aura"         "Pipe Of Ice Aura"
        "DOTA_Tooltip_modifier_item_ice_pipe_aura_Description"         "Increases magic resistance by 30%%, attack speed by 30 and mana by 400"
        "DOTA_Tooltip_modifier_item_black_king_bar_datadriven_active"         "Mini BKB"
        "DOTA_Tooltip_modifier_item_black_king_bar_datadriven_active_Description"         "The creature is immune to magic, but not absolutely KEKW"
        
        "DOTA_Tooltip_Ability_item_earth_s_and_y"         "Cursed Devourer"
        "DOTA_Tooltip_ability_item_earth_s_and_y_Description"	"<h1>Passive: Greater Maim</h1>Each attack has a %bonus_chance%%% chance to deal %bonus_chance_damage% damage and reduce enemy hero movement speed by %maim_slow_movement%%% and attack speed by %maim_slow_attack%. Effect lasts %maim_duration% seconds."
        "DOTA_Tooltip_ability_item_earth_s_and_y_damage"	"+$damage"
        "DOTA_Tooltip_ability_item_earth_s_and_y_str"	"+$str"
        "DOTA_Tooltip_ability_item_earth_s_and_y_agil"	"+$agi"
        "DOTA_Tooltip_ability_item_earth_s_and_y_bonus_attack_speed"	"+$attack"
        "DOTA_Tooltip_ability_item_earth_s_and_y_movement_speed_bonus"	"%+$move_speed"
        "DOTA_Tooltip_ability_item_earth_s_and_y_status_res"	"%+Status Resistance"
        "DOTA_Tooltip_modifier_item_sange_and_yasha_datadriven_greater_maim"         "Greater Maim"
        "DOTA_Tooltip_modifier_item_sange_and_yasha_datadriven_greater_maim_Description"         "Attack speed and movement are slowed down"
        
        "DOTA_Tooltip_Ability_item_solar_crest_of_void"         "Void Shield"
        "DOTA_Tooltip_ability_item_solar_crest_of_void_Description"	"<h1>Active: Shine</h1>If used on Allies, It will increase Armor by %armor%, attack speed by %attakspeed% and movement speed by %bonspeed%%%.<br><br>If used on an enemy, it will reduce its armor by %armor%, attack speed by %disattakspeed% and movement speed by %disbonspeed%%%.<br><br>Range: %valor_cast_range_tooltip%\n<h1>Passive: Void Shield Aura</h1>+ %regen% HP Regeneration<br>+ %mana_regen% Mana Regeneration<br>+ %evasion%%% Evasion<br>Radius: %aura_radius%"
        "DOTA_Tooltip_ability_item_solar_crest_of_void_armor"	"+$armor"
        "DOTA_Tooltip_ability_item_solar_crest_of_void_all_atr"	"+$all"
        "DOTA_Tooltip_ability_item_solar_crest_of_void_speed"	"+$move_speed"
        "DOTA_Tooltip_ability_item_solar_crest_of_void_evasion_self"	"%+$evasion"
        "DOTA_Tooltip_modifier_item_solar_crest_of_void_aura"         "Void Shield Aura"
        "DOTA_Tooltip_modifier_item_solar_crest_of_void_aura_Description"         "Increases health regeneration by 12, mana regeneration by 5, and also gives a chance to evade attacks by 30%%"
        "DOTA_Tooltip_modifier_item_solar_crest_of_void_armor"         "SunShine"
        "DOTA_Tooltip_modifier_item_solar_crest_of_void_armor_Description"         "Increases armor by 12, attack speed by 100 and movement speed by 12%%"
        "DOTA_Tooltip_modifier_item_solar_crest_of_void_disarmor"         "MoonShine"
        "DOTA_Tooltip_modifier_item_solar_crest_of_void_disarmor_Description"         "Reduces armor by 12, attack speed by 50 and movement speed by 5%%"
        
        "DOTA_Tooltip_Ability_item_talisman_of_atos"            "Talisman Of Atos"
        "DOTA_Tooltip_ability_item_talisman_of_atos_Description"	"<h1>Active: Damage Reduction</h1>Reduces all damage taken by %damage_red%%% by %red_duration% sec, and removes most negative effects from the caster.<br><br>Dispel Type: <span class=\"GameplayValues GameplayVariable\">Basic Dispel</span>\n<h1>Passive: Root</h1>Attack Immobilize Enemies for %duration% Sec."
        "DOTA_Tooltip_Ability_item_talisman_of_atos_mana_regen"         "+$mana_regen"
        "DOTA_Tooltip_Ability_item_talisman_of_atos_int"                "+$int"
        "DOTA_Tooltip_Ability_item_talisman_of_atos_bonus_strength"         "+$str"
        "DOTA_Tooltip_Ability_item_talisman_of_atos_bonus_agility"         "+$agi"
        "DOTA_Tooltip_Ability_item_talisman_of_atos_damage"             "+$damage"
        
		"DOTA_Tooltip_Ability_item_vessel_of_the_souls"				"Vessel Of The Souls"
		"DOTA_Tooltip_ability_item_vessel_of_the_souls_Description"	"<h1>Active: Soul Suffering/Blessing</h1>Suffering:Deals %dps% damage to the enemy every %tickint% seconds, reducing its regeneration by %hp_regen_min%%% and magic resistance by %mr%%%.<br><br>Blessing: Blesses an ally by increasing their regeneration by %hps%, increasing their heal amplification by %hp_regen_amp%%% and increasing their resistance to any damage by %dmg_red%%%.<br><br>Duration: %duration% sec.< br>Range: %valor_cast_range_tooltip%"
		"DOTA_Tooltip_Ability_item_vessel_of_the_souls_hp"			"+$health"
		"DOTA_Tooltip_Ability_item_vessel_of_the_souls_regen"		"+$hp_regen"
		"DOTA_Tooltip_Ability_item_vessel_of_the_souls_mana_regen"	"+$mana_regen"
		"DOTA_Tooltip_Ability_item_vessel_of_the_souls_speed"		"+$move_speed"
		"DOTA_Tooltip_Ability_item_vessel_of_the_souls_armor"		"+$armor"
		"DOTA_Tooltip_Ability_item_vessel_of_the_souls_all_atr"		"+$all"
		"DOTA_Tooltip_modifier_item_vessel_of_the_souls_debuff"				"Soul Suffering"
		"DOTA_Tooltip_modifier_item_vessel_of_the_souls_debuff_Description"	"Deals 200 damage every 0.5 seconds. Reduces heal regeneration by 60%% and magic resistance by 20%%"
		"DOTA_Tooltip_modifier_item_vessel_of_the_souls_buff"				"Soul Blessing"
		"DOTA_Tooltip_modifier_item_vessel_of_the_souls_buff_Description"	"Increases regeneration by 200. Increases heal amplification by 50%% and damage resistance by 15%%"
		"DOTA_Tooltip_Ability_item_vessel_of_the_souls_note0"		"Does not affect cooldown reduction."
        
        "DOTA_Tooltip_ability_item_fire_core"    "Fire Core"
        "DOTA_Tooltip_ability_item_fire_core_Description"	"<h1>Passive: Cooldown Reduction</h1>Reduces the cooldown time of all spells and items by %cooldown%%%.\n<h1>Passive: Spell Lifesteal</h1>%spell_lifesteal%%% of spell damage dealt to enemy heroes is returned to the caster as health, regardless of spell damage type.  <br><br>Lifesteal reduced to %creep_lifesteal%%% against creeps."
        "DOTA_Tooltip_ability_item_fire_core_int"	    "+$int"
        "DOTA_Tooltip_Ability_item_fire_core_hp"         "+$health"
        "DOTA_Tooltip_ability_item_fire_core_mana"	"+$mana"
		"DOTA_Tooltip_ability_item_fire_core_bonus_cast_range"	"+$cast_range"
        
        "DOTA_Tooltip_Ability_item_skadi_bow"               "Skadi Bow"
        "DOTA_Tooltip_Ability_item_skadi_bow_Description"         "<h1>Passive: Frost Attack</h1>When attacking enemies, you slow down their movement speed by %slow%%%, attack speed by %attack_slow% and all heal, regeneration and lifesteal by %hp_regen_min%%%.<br>Duration: %duration% sec."
        "DOTA_Tooltip_Ability_item_skadi_bow_hp"            "+$health"
        "DOTA_Tooltip_Ability_item_skadi_bow_all_atr"       "+$all"
        "DOTA_Tooltip_Ability_item_skadi_bow_damage"        "+$damage"
        "DOTA_Tooltip_Ability_item_skadi_bow_armor"         "+$armor"
        "DOTA_Tooltip_Ability_item_skadi_bow_mana"          "+$mana"
        "DOTA_Tooltip_modifier_item_skadi_bow_slow"         "Frost Attack"
        "DOTA_Tooltip_modifier_item_skadi_bow_slow_Description"         "Reduces attack speed movement are slowed down and all heal, regeneration and lifesteal"
        
        "DOTA_Tooltip_Ability_item_monkey_king_bow"                    "Monkey King Bow"
        "DOTA_Tooltip_Ability_item_monkey_king_bow_damage"        "+$damage"
        "DOTA_Tooltip_ability_item_monkey_king_bow_attack_speed"	"+$attack"
        "DOTA_Tooltip_Ability_item_monkey_king_bow_Description"        "<h1>Passive: MKB</h1>Owner's attacks can not to miss.\n<h1>Passive: MKB Aura</h1>+ %hp% Health<br>+ %armor% Armor<br>Radius: %aura_radius%<br><br>Grants each attack a %anti_miss%%% chance to pierce through evasion and deal %dpa% bonus magical damage."
        "DOTA_Tooltip_modifier_item_monkey_king_bow_aura"                     "MKB Aura"
        "DOTA_Tooltip_modifier_item_monkey_king_bow_aura_Description"          "Gives 400 Health and 12 Armor, as well as a 50%% chance to ignore evasion and deal 100 magic damage"
        
        "DOTA_Tooltip_Ability_item_mystery_cyclone"                             "Mystery Scepter of Divinity"
        "DOTA_Tooltip_ability_item_mystery_cyclone_Description"	                "<h1>Active: Cyclone</h1> Raises all allies within a radius of %radius% from the selected point to the air, making them invulnerable at %cyclone_duration% sec. <br><br>Range: %cast_range_tooltip%<br>Dispel Type: <span class=\"GameplayValues GameplayVariable\">Basic Dispel</span>\n<h1>Passive: Aethereal Focus</h1> Increases targeted spell and item cast range by %cast_range%."
        "DOTA_Tooltip_ability_item_mystery_cyclone_bonus_mana"	                "+$mana"
        "DOTA_Tooltip_Ability_item_mystery_cyclone_bonus_movement_speed"        "+$move_speed"
        "DOTA_Tooltip_Ability_item_mystery_cyclone_bonus_intellect"             "+$int"
        "DOTA_Tooltip_Ability_item_mystery_cyclone_bonus_mana_regen"            "+$mana_regen"
        
        "DOTA_Tooltip_Ability_item_kingsbane"                             "Kingsbane"
        "DOTA_Tooltip_ability_item_kingsbane_Description"	                "<h1>Passive: Echo Strike</h1> Causes melee attacks to attack twice in quick succession. The double attacks apply a %slow_speed%%% movement slow for %duration% seconds on each strike.\n<h1>Passive: Soul Bond</h1> - Melee heroes only - %otrash%%%  of taken damage reflects to the attacked enemy."
        "DOTA_Tooltip_Ability_item_kingsbane_str"                           "+$str"
        "DOTA_Tooltip_Ability_item_kingsbane_damage"                        "+$damage"
        "DOTA_Tooltip_ability_item_kingsbane_attack_speed"	                "+$attack"
        "DOTA_Tooltip_Ability_item_kingsbane_int"                           "+$int"
        "DOTA_Tooltip_Ability_item_kingsbane_mana_regen"                    "+$mana_regen"
        "DOTA_Tooltip_modifier_item_kingsbane_slow"               	"Kingsbane Slow"
        "DOTA_Tooltip_modifier_item_kingsbane_slow_Description"     "Reduced movement speed by 100%%"
        
        "DOTA_Tooltip_Ability_item_energy_veil"                             "Energy Veil"
        "DOTA_Tooltip_ability_item_energy_veil_Description"	                "<h1>Active: Magic Weakness</h1> For %duration% Seconds after Applying an Attack Reduce the Target's Magic Resistance by %mag_resist%%%. Lasts %enemy_duration% sec."
        "DOTA_Tooltip_Ability_item_energy_veil_str"                         "+$str"
        "DOTA_Tooltip_Ability_item_energy_veil_armor"                       "+$armor"
        "DOTA_Tooltip_Ability_item_energy_veil_agil"                        "+$agi"
        "DOTA_Tooltip_Ability_item_energy_veil_int"                         "+$int"
        "DOTA_Tooltip_ability_item_energy_veil_spell_amp"	                "%+$spell_amp"
        "DOTA_Tooltip_Ability_item_energy_veil_regen"                       "+$hp_regen"
        "DOTA_Tooltip_modifier_item_energy_veil_debuff"					"Magic Weakness"
        "DOTA_Tooltip_modifier_item_energy_veil_debuff_Description"		"Magic Resistance has been reduced by 35%%"
        "DOTA_Tooltip_modifier_item_energy_veil_buff"					"Power of Magic Weakness"
        "DOTA_Tooltip_modifier_item_energy_veil_buff_Description"		"When hitting an enemy, it reduces its magic resistance by 35%%"
        
        "DOTA_Tooltip_Ability_item_vampire_robe"                                "Vampire Robe"
        "DOTA_Tooltip_ability_item_vampire_robe_Description"	                "<h1>Passive: Vampire Robe Aura</h1>+ %lifesteal_percent%%% Lifesteal<br>+ %damage_aura%%% Damage<br>+ %armor% Armor<br>+ %regen_aura% Health Regeneration<br>+ %mana_regen% Mana Regeneration<br>Radius: %aura_radius%"
        "DOTA_Tooltip_Ability_item_vampire_robe_regen"							"+$hp_regen"
        "DOTA_Tooltip_Ability_item_vampire_robe_damage"							"+$damage"
        "DOTA_Tooltip_Ability_item_vampire_robe_all_sts"						"+$all"
        "DOTA_Tooltip_modifier_item_vampire_robe_aura"					"Vampire Robe Aura"
        "DOTA_Tooltip_modifier_item_vampire_robe_aura_Description"		"Has 15%% lifesteal, 18%% damage, 5 armor, 10 health regeneration and 3 mana regeneration"
        
        "DOTA_Tooltip_Ability_item_mana_blade"                              "Mana Blade"
        "DOTA_Tooltip_ability_item_mana_blade_Description"	                "<h1>Active: Inhibit</h1> Targets an enemy, slowing it for %duration% seconds.<br><br>Range: %range%\n<h1>Passive: Manabreak</h1>Each attack burns %mana_break% mana from the target, and deals %prc% physical damage per burned mana.\n<h1>Passive: Mana Blade Aura</h1>+ %aura_int% Intellegence<br>+ %aura_damage% Damage<br>+ %aura_agi% Agility<br>Radius: %aura_radius%"
        "DOTA_Tooltip_Ability_item_mana_blade_agi"                          "+$agi"
        "DOTA_Tooltip_Ability_item_mana_blade_int"                          "+$int"
        "DOTA_Tooltip_modifier_item_mana_blade_aura"				"Mana Blade Aura"
        "DOTA_Tooltip_modifier_item_mana_blade_aura_Description"	"Increases damage by 30, agility by 30 and intelligence by 30"
        "DOTA_Tooltip_modifier_item_mana_blade_debuff"					"Inhibit"
        "DOTA_Tooltip_modifier_item_mana_blade_debuff_Description"		"The target is slowed down"
        
        "dota_tooltip_ability_item_ice_aluneth"                               "Ice Aluneth"
        "dota_tooltip_ability_item_ice_aluneth_description"                   "<h1>Active: Strafe</h1> Instantly moves the hero 250 units to the right or left.<br>Maximum charges: 10\n<h1>Passive: Aethereal Focus</h1> Increases targeted spell and item cast range by %cast_range%."
        "DOTA_Tooltip_ability_item_ice_aluneth_bonus_mana"	                  "+$mana"
        "DOTA_Tooltip_ability_item_ice_aluneth_mana_regen"	                  "%+$mana_regen"
        "DOTA_Tooltip_ability_item_ice_aluneth_bonus_int"	                  "+$int"
        "DOTA_Tooltip_ability_item_ice_aluneth_bonus_str"	                  "+$str"
